CUSTOMER_NUMBER|CUSTOMER_FIRST_NAME|CUSTOMER_LAST_NAME|DATE_OF_BIRTH|GENDER|STREET_ADDRESS|COUNTRY|COUNTRY_CODE|EMAIL|INTEREST_TYPE|INTEREST_RATE|GROSS_BALANCE|INTEREST_BALANCE|PRINCIPLE_BALANCE|PROPERTY_OWNER|PROPERTY_VALUE|PROPERTY_YEAR
6831314007|Roldan|Burch|1933-12-06|Male|560 Old Gate Place|China|CN|rburch42@networksolutions.com|1% FIXED|0.01|-77911.35|-7398.08|-70513.27|N||
9984925226|Rutledge|Kellett|2002-09-23|Male|50762 Schurz Center|Ukraine|UA|rkellett43@comsenz.com|1% FIXED|0.01|-199809.23|-1433.03|-198376.2|N||
4788024349|Natalee|Aleksandrev|1994-02-03|Female|65435 Parkside Point|Indonesia|ID|naleksandrev44@tumblr.com|0% FIXED|0.0|-321617.96|-8591.28|-313026.68|Y|3913165.0|1957
7241105753|Umberto|Eighteen|1975-07-19|Male|6144 Eliot Parkway|Dominican Republic|DO|ueighteen45@columbia.edu|10% FIXED|0.1|902355.49|1366.92|900988.57|N||
5297848717|Nalani|Huleatt|2010-01-03|Female|9 Dapin Center|China|CN|nhuleatt46@mail.ru|1% FIXED|0.01|826962.98|-5046.54|832009.52|N||
1853289043|Allene|Symones|1999-11-07|Female|42754 Valley Edge Junction|Norway|NO|asymones47@hud.gov|10% FIXED|0.1|-837344.98|1568.83|-838913.81|Y|3907413.0|1970
2535609851|Gerrard|Mobbs|1991-06-07|Male|0 Center Drive|China|CN|gmobbs48@japanpost.jp|0% FIXED|0.0|-535048.0|-7495.24|-527552.76|N||
6237554823|Donnie|Wooton|1991-12-09|Female|1 Westend Street|Sweden|SE|dwooton49@istockphoto.com|1% FIXED|0.01|187935.88|-4534.52|192470.4|Y|4646675.0|1981
4495281739|Ferdie|Cabel|1970-10-09|Male|1 Bunting Alley|Peru|PE|fcabel4a@reference.com|VARIABLE|0.02280566933744912|61688.61|-3695.63|65384.24|Y|2322454.0|2005
0162487509|Adella|Spoor|1952-02-27|Female|78 Sommers Crossing|Indonesia|ID|aspoor4b@msn.com|0% FIXED|0.0|-546529.81|5169.05|-551698.86|Y|6708715.0|1950
2937593852|Diann|Luca|2009-09-01|Female|38362 Kedzie Crossing|Venezuela|VE|dluca4c@timesonline.co.uk|1% FIXED|0.01|774677.3|-3123.32|777800.62|N||
8918859864|Obediah|Wignall|1974-07-30|Male|52 3rd Street|Japan|JP|owignall4d@bluehost.com|10% FIXED|0.1|-502745.55|-2313.61|-500431.94|N||
4200573032|Derwin|Wedmore|1939-07-25|Male|3924 Sutherland Trail|China|CN|dwedmore4e@alibaba.com|10% FIXED|0.1|514668.26|-3188.28|517856.54|Y|4361432.0|1956
0768294258|Dayle|Payton|1992-06-25|Female|14702 Thompson Parkway|China|CN|dpayton4f@weibo.com|VARIABLE|0.7394525060557413|161701.11|-6936.37|168637.48|N||
5515732529|Bendite|Ackers|2011-07-06|Female|0260 Lindbergh Plaza|Thailand|TH|backers4g@google.com.hk|VARIABLE|0.4572469511841019|520028.82|4843.05|515185.77|Y|2166241.0|1955
7654824734|Galvan|Patrick|1988-09-03|Male|7 Myrtle Avenue|Brazil|BR|gpatrick4h@mail.ru|10% FIXED|0.1|-75592.91|7088.46|-82681.37|Y|7559735.0|1955
1029374260|Adiana|Mitchelmore|1972-06-11|Female|285 Gateway Junction|Japan|JP|amitchelmore4i@si.edu|0% FIXED|0.0|404925.1|-4017.63|408942.73|N||
2154940358|Lutero|Westerman|1945-07-15|Male|172 Sundown Pass|Russia|RU|lwesterman4j@istockphoto.com|10% FIXED|0.1|-926526.98|770.0|-927296.98|Y|6199940.0|2009
2564036759|Ron|Sines|2010-11-16|Male|70439 Oxford Center|Italy|IT|rsines4k@youtu.be|VARIABLE|0.9646018974810707|238102.88|64.5|238038.38|Y|4671131.0|1950
2099538913|Franky|Aubrey|2016-09-14|Female|83178 Columbus Street|China|CN|faubrey4l@umich.edu|0% FIXED|0.0|635191.4|-8068.8|643260.2|N||
7620203850|Barbi|Ree|1950-06-30|Female|5 Di Loreto Park|China|CN|bree4m@vinaora.com|10% FIXED|0.1|-9000.63|377.8|-9378.43|Y|788706.0|1933
5066436901|Elysee|Hooban|2004-07-04|Female|690 Petterle Avenue|Ukraine|UA|ehooban4n@skype.com|0% FIXED|0.0|-656000.56|-8620.53|-647380.03|N||
3972950462|Tybie|Schoales|1972-07-24|Female|02182 Bashford Place|Finland|FI|tschoales4o@plala.or.jp|VARIABLE|0.5846910247764304|968558.78|-5669.55|974228.33|N||
0874900573|Galvin|McKevitt|1997-09-02|Male|4 Daystar Crossing|Indonesia|ID|gmckevitt4p@liveinternet.ru|10% FIXED|0.1|989805.79|-5130.21|994936.0|N||
2299184562|Cirillo|Mees|1978-08-15|Male|48979 Starling Terrace|Denmark|DK|cmees4q@360.cn|VARIABLE|0.4959962176024871|813618.0|1585.55|812032.45|N||
6092954710|Olivier|Elphinston|2008-08-22|Male|59047 Forest Dale Pass|Palestinian Territory|PS|oelphinston4r@nydailynews.com|0% FIXED|0.0|329102.57|-4878.35|333980.92|Y|716577.0|1942
5739494915|Jodi|Harken|1984-04-09|Male|216 Blackbird Point|Philippines|PH|jharken4s@bluehost.com|1% FIXED|0.01|863806.98|-5069.39|868876.37|Y|2640127.0|1926
7684966030|Zacharias|Durdan|1935-12-08|Male|37 Oxford Junction|China|CN|zdurdan4t@merriam-webster.com|10% FIXED|0.1|-671818.4|6113.94|-677932.34|N||
9921009494|Richmond|Giffaut|1992-01-28|Male|09 Jenifer Alley|China|CN|rgiffaut4u@unicef.org|VARIABLE|0.2495848962952009|863788.78|4501.86|859286.92|Y|7314390.0|1973
0667841822|Carmela|Shyre|1992-08-05|Female|978 Jackson Center|Albania|AL|cshyre4v@time.com|VARIABLE|0.6373460174852661|-504381.02|703.85|-505084.87|Y|4551931.0|1916
4381757122|Reilly|Krol|1973-10-19|Male|0 Longview Park|China|CN|rkrol4w@networkadvertising.org|VARIABLE|0.7056412849761866|-343394.01|3624.6|-347018.61|N||
0044266863|Anastasie|Kleinsmuntz|1992-11-26|Female|188 Carioca Parkway|China|CN|akleinsmuntz4x@flickr.com|1% FIXED|0.01|710393.47|-8743.2|719136.67|N||
6978747440|Tyler|Grooby|1996-02-15|Male|02 School Road|Brazil|BR|tgrooby4y@bing.com|0% FIXED|0.0|924204.96|6958.44|917246.52|Y|7071449.0|1930
7558249929|Kikelia|Cruse|1997-06-24|Female|8 Ridgeview Pass|Poland|PL|kcruse4z@hud.gov|10% FIXED|0.1|931536.0|4108.34|927427.66|Y|7599191.0|1933
3914272996|Devondra|Mullinger|1970-09-28|Female|6443 Norway Maple Hill|China|CN|dmullinger50@irs.gov|0% FIXED|0.0|422869.43|-4829.73|427699.16|N||
3091062279|Jefferson|Dun|1937-08-31|Male|2524 Havey Trail|Philippines|PH|jdun51@dagondesign.com|0% FIXED|0.0|-915892.41|-5621.39|-910271.02|Y|118275.0|1963
9497174594|Patience|Mathey|2017-05-10|Female|6 Ridgeview Lane|Kazakhstan|KZ|pmathey52@w3.org|10% FIXED|0.1|-368651.61|-2059.71|-366591.9|N||
8366023524|Kattie|Quimby|2016-12-11|Female|339 Algoma Center|Nicaragua|NI|kquimby53@ox.ac.uk|10% FIXED|0.1|379964.28|-1464.81|381429.09|Y|1687691.0|1964
7855426922|Darb|Jaggli|1946-10-03|Female|399 Pankratz Drive|Vietnam|VN|djaggli54@opensource.org|1% FIXED|0.01|-747571.11|-2202.43|-745368.68|N||
4938024721|Jammal|Armell|1946-07-02|Male|93 Summerview Point|China|CN|jarmell55@nbcnews.com|1% FIXED|0.01|770190.41|8188.81|762001.6|N||
7083470510|Eziechiele|Woolger|1934-04-28|Male|77 Beilfuss Pass|Croatia|HR|ewoolger56@weather.com|10% FIXED|0.1|361300.23|563.05|360737.18|Y|6842769.0|2018
6416737981|Ronnie|Shedden|1976-01-13|Male|31835 Sachs Place|China|CN|rshedden57@sfgate.com|10% FIXED|0.1|461513.0|3384.0|458129.0|N||
8064526094|Cheryl|Bertson|1964-02-22|Female|61843 Schurz Place|Vietnam|VN|cbertson58@umn.edu|VARIABLE|0.4242456546843239|-7750.07|2079.92|-9829.99|N||
7268854021|Katrina|Joplin|2004-12-03|Female|026 Cardinal Crossing|Greece|GR|kjoplin59@tinypic.com|0% FIXED|0.0|700883.18|81.48|700801.7|Y|6558221.0|1980
0427096804|Tailor|Clingoe|1952-07-29|Male|2 Nobel Lane|Poland|PL|tclingoe5a@diigo.com|10% FIXED|0.1|-801310.89|2878.56|-804189.45|Y|3866605.0|1979
2382005432|Anatole|Bonnyson|1951-05-05|Male|69 Straubel Terrace|Indonesia|ID|abonnyson5b@twitpic.com|1% FIXED|0.01|-876812.55|-9044.06|-867768.49|Y|7708377.0|1936
4554873064|Cello|Renton|1935-04-23|Male|404 Charing Cross Circle|Philippines|PH|crenton5c@tinyurl.com|10% FIXED|0.1|-120228.87|2290.22|-122519.09|Y|2624899.0|2014
3659161020|Vanny|Hebburn|1934-06-06|Female|664 Killdeer Junction|China|CN|vhebburn5d@sogou.com|10% FIXED|0.1|-719158.67|6523.69|-725682.36|Y|130962.0|1998
1893776476|Auberta|Robson|1986-06-28|Female|3 Namekagon Avenue|France|FR|arobson5e@phoca.cz|0% FIXED|0.0|-647580.53|-1335.47|-646245.06|Y|598728.0|1977
0013958712|Marnia|Sillitoe|1950-03-18|Female|2 Colorado Junction|Indonesia|ID|msillitoe5f@netlog.com|0% FIXED|0.0|788442.45|5404.64|783037.81|N||
5906451285|Loleta|Penticoot|1986-08-02|Female|29 Kenwood Crossing|Nicaragua|NI|lpenticoot5g@abc.net.au|1% FIXED|0.01|677942.42|2215.41|675727.01|N||
2557900826|Junette|Skeene|1959-05-14|Female|7 Bartillon Place|Indonesia|ID|jskeene5h@jugem.jp|1% FIXED|0.01|-609495.02|2756.63|-612251.65|N||
3780761947|Piggy|Bockett|1963-12-22|Male|03127 Anderson Street|Brazil|BR|pbockett5i@e-recht24.de|1% FIXED|0.01|-25449.18|-7467.4|-17981.78|N||
8710309063|Erastus|Demetr|2008-11-21|Male|535 Green Pass|Guatemala|GT|edemetr5j@privacy.gov.au|0% FIXED|0.0|-809623.98|781.47|-810405.45|Y|186494.0|1975
4759568808|Annalee|Sherrum|1977-01-18|Female|3 Mallard Place|Colombia|CO|asherrum5k@businessweek.com|1% FIXED|0.01|772194.58|5837.98|766356.6|N||
9628705385|Gael|Wolfer|2003-02-09|Male|4 5th Center|Germany|DE|gwolfer5l@ask.com|0% FIXED|0.0|-366047.95|3025.97|-369073.92|N||
6689329526|Caterina|Wedon|1953-03-14|Female|68559 Becker Avenue|Portugal|PT|cwedon5m@ycombinator.com|0% FIXED|0.0|637204.0|1122.52|636081.48|N||
7565430447|Pasquale|Paylie|2009-01-01|Male|577 Mockingbird Center|Indonesia|ID|ppaylie5n@tamu.edu|0% FIXED|0.0|-502249.74|7164.32|-509414.06|Y|4256282.0|1965
0842269509|Wenda|Inglesent|1946-10-10|Female|1 Tennyson Road|Portugal|PT|winglesent5o@ustream.tv|1% FIXED|0.01|295934.14|-2446.07|298380.21|N||
9431501716|Marmaduke|Courtney|1941-02-26|Male|18339 New Castle Avenue|Czech Republic|CZ|mcourtney5p@eepurl.com|0% FIXED|0.0|-422155.56|-8532.48|-413623.08|N||
2638977586|Izaak|Mandel|2004-01-22|Male|36557 Chive Terrace|China|CN|imandel5q@deliciousdays.com|1% FIXED|0.01|-139582.22|1915.51|-141497.73|N||
4359502494|Chrissy|Imm|1982-09-14|Female|15 Harper Point|Hungary|HU|cimm5r@dell.com|10% FIXED|0.1|-546940.04|8059.53|-554999.57|Y|381572.0|1934
5088759258|Farleigh|Gerber|1951-10-15|Male|6 Farragut Way|Peru|PE|fgerber5s@symantec.com|VARIABLE|0.592726432928856|-121500.19|6772.41|-128272.6|N||
7513354774|Hi|Titcombe|1958-07-22|Male|32059 Fairfield Alley|Pakistan|PK|htitcombe5t@unblog.fr|10% FIXED|0.1|172351.0|-1533.01|173884.01|N||
9043654167|Milton|Ornells|1956-12-21|Male|90 Mockingbird Crossing|China|CN|mornells5u@admin.ch|VARIABLE|0.3390169359551908|915399.23|9189.03|906210.2|N||
8734794158|Benedetta|Isakson|2003-02-03|Female|6910 Melrose Alley|Indonesia|ID|bisakson5v@abc.net.au|10% FIXED|0.1|761144.09|-7601.24|768745.33|N||
6637203165|Correna|Frantzen|1968-03-25|Female|438 Truax Hill|Philippines|PH|cfrantzen5w@marriott.com|1% FIXED|0.01|100605.95|4624.04|95981.91|Y|450801.0|1908
9589618421|Nessie|Wellington|1955-04-23|Female|29 Bay Place|Sweden|SE|nwellington5x@studiopress.com|10% FIXED|0.1|-739575.34|7138.38|-746713.72|N||
0823307611|Thurstan|Swan|2016-08-08|Male|338 Maryland Pass|Poland|PL|tswan5y@google.de|0% FIXED|0.0|-758484.0|6657.22|-765141.22|Y|5096805.0|1948
7541569518|Wald|Alan|1983-04-18|Male|04 Fuller Street|Ireland|IE|walan5z@goodreads.com|1% FIXED|0.01|396556.09|89.57|396466.52|Y|402293.0|1931
7071881472|Nataniel|Dogg|1945-12-06|Male|09 Spenser Circle|Indonesia|ID|ndogg60@nifty.com|VARIABLE|0.07407586719938844|-197242.02|-3735.17|-193506.85|N||
5667049074|Dall|Southcomb|1949-10-21|Male|26589 5th Terrace|Mexico|MX|dsouthcomb61@livejournal.com|10% FIXED|0.1|221888.23|1435.6|220452.63|Y|5691068.0|1967
4380222209|Marven|Gove|2005-05-01|Male|46 Schlimgen Pass|Afghanistan|AF|mgove62@geocities.jp|10% FIXED|0.1|875351.89|-6150.11|881502.0|Y|7268990.0|1946
0924550988|Colby|Winnard|1943-08-17|Male|4 Ridgeway Lane|Czech Republic|CZ|cwinnard63@ucoz.com|0% FIXED|0.0|748642.85|7328.1|741314.75|Y|7597642.0|1905
7362038836|Valli|Casini|1937-12-19|Female|17714 Monica Trail|Philippines|PH|vcasini64@home.pl|VARIABLE|0.3436837532431102|-277526.76|2491.89|-280018.65|Y|5870942.0|1915
1844899330|Adham|Wardale|2009-08-15|Male|4 Main Trail|Thailand|TH|awardale65@vkontakte.ru|10% FIXED|0.1|-910678.26|-8356.68|-902321.58|Y|5885233.0|1927
1905651163|Haleigh|Murrigan|1996-08-20|Male|66203 Algoma Junction|Mexico|MX|hmurrigan66@dion.ne.jp|1% FIXED|0.01|754749.28|7316.73|747432.55|Y|1169871.0|1945
0350670382|Jessalin|Condy|1946-03-03|Female|2 Bobwhite Park|Poland|PL|jcondy67@aboutads.info|10% FIXED|0.1|279344.05|4970.51|274373.54|Y|3047501.0|1900
9914744621|Heinrick|Afield|2012-11-21|Male|9 Lakewood Gardens Terrace|Philippines|PH|hafield68@blogspot.com|10% FIXED|0.1|543296.14|-458.85|543754.99|Y|7483912.0|1985
1564768902|Bell|Connal|1953-12-02|Female|61 Redwing Pass|China|CN|bconnal69@eventbrite.com|VARIABLE|0.2399469541705012|-454715.27|9533.97|-464249.24|N||
9978934480|Gerhardt|Bento|1967-03-05|Male|5319 Pleasure Trail|Russia|RU|gbento6a@apple.com|0% FIXED|0.0|885883.5|-2813.47|888696.97|Y|1425073.0|1984
5148583789|Raymond|Dinis|1942-03-12|Male|2 Michigan Road|Indonesia|ID|rdinis6b@phoca.cz|1% FIXED|0.01|352593.1|-4825.07|357418.17|N||
7180442976|Correna|Hoffmann|1937-01-24|Female|87 Macpherson Avenue|Sao Tome and Principe|ST|choffmann6c@blogtalkradio.com|0% FIXED|0.0|-741834.98|-3926.7|-737908.28|Y|5609694.0|1911
3640823680|Corrie|Dubber|1989-02-13|Female|3 Waywood Terrace|Indonesia|ID|cdubber6d@jigsy.com|10% FIXED|0.1|-11630.05|-4412.36|-7217.69|Y|3691407.0|1971
3250429848|Hadleigh|Bucklee|1982-02-11|Male|3505 Grayhawk Street|Poland|PL|hbucklee6e@nydailynews.com|VARIABLE|0.5386035378265364|556702.38|-5164.07|561866.45|N||
0553171291|Celie|Barens|1957-07-26|Female|522 Hovde Terrace|United States|US|cbarens6f@spotify.com|0% FIXED|0.0|-504891.61|578.22|-505469.83|Y|4703327.0|1935
7963547212|Isabelle|Ashlee|1992-07-06|Female|1836 Packers Drive|Russia|RU|iashlee6g@vk.com|0% FIXED|0.0|-109108.66|-2381.89|-106726.77|N||
1110024363|Cornelle|Langeley|2007-10-27|Female|27761 Lindbergh Hill|Sweden|SE|clangeley6h@huffingtonpost.com|1% FIXED|0.01|-880244.61|-5594.67|-874649.94|N||
8311206759|Oneida|Brashaw|1935-12-07|Female|30200 Ridgeway Alley|Brazil|BR|obrashaw6i@sina.com.cn|10% FIXED|0.1|-254.49|-372.11|117.62|Y|1727811.0|1989
3625865785|Corene|Messham|1935-04-23|Female|2 Forest Dale Avenue|Indonesia|ID|cmessham6j@quantcast.com|VARIABLE|0.7816016397259314|151917.92|5151.06|146766.86|Y|418485.0|1927
2442842149|Gerty|Rogans|1962-08-26|Female|05 Muir Circle|Sweden|SE|grogans6k@woothemes.com|VARIABLE|0.1604845734781085|661148.96|338.51|660810.45|Y|407018.0|1937
6809155929|Patten|Sothcott|1956-09-04|Male|3046 Sloan Park|Iran|IR|psothcott6l@independent.co.uk|VARIABLE|0.5795060801117567|-153034.7|7784.38|-160819.08|N||
4117598198|Randie|Tull|1944-08-19|Female|70528 Talmadge Center|Portugal|PT|rtull6m@wp.com|1% FIXED|0.01|288230.7|-3599.03|291829.73|N||
1915716292|Coleen|Stott|1986-05-02|Female|8209 Vahlen Place|France|FR|cstott6n@vk.com|0% FIXED|0.0|-899514.87|8849.27|-908364.14|N||
4458459562|Obadiah|Buckthorp|2002-05-19|Male|42 Namekagon Road|Colombia|CO|obuckthorp6o@huffingtonpost.com|VARIABLE|0.2135265762656529|448130.88|-1196.29|449327.17|N||
9041867155|Nicolai|Lisimore|2005-03-19|Male|20083 Tennessee Terrace|Indonesia|ID|nlisimore6p@weibo.com|VARIABLE|0.6792044416122429|405935.8|9932.54|396003.26|Y|2115407.0|1962
6258701914|Cosette|Cuvley|1932-09-06|Female|22 Tony Park|Portugal|PT|ccuvley6q@cpanel.net|1% FIXED|0.01|-72998.73|7997.94|-80996.67|Y|110585.0|1903
2786898617|Johannes|Ottley|1966-11-27|Male|065 Memorial Terrace|Philippines|PH|jottley6r@vkontakte.ru|1% FIXED|0.01|-501633.8|3148.36|-504782.16|N||
7028828441|Jonas|Sabey|1942-06-04|Male|6 Northfield Junction|Japan|JP|jsabey6s@linkedin.com|1% FIXED|0.01|384815.19|7975.49|376839.7|N||
1410364542|Ric|Czajkowski|2008-06-09|Male|530 Derek Alley|Philippines|PH|rczajkowski6t@amazon.de|0% FIXED|0.0|-423799.66|9942.06|-433741.72|N||
6174704858|Peirce|Hutfield|1990-10-05|Male|7 Eastlawn Pass|Poland|PL|phutfield6u@mail.ru|1% FIXED|0.01|9663.47|-3959.02|13622.49|Y|3895369.0|1985
9302420760|Sheba|Macartney|1976-03-17|Female|40635 5th Point|China|CN|smacartney6v@tuttocitta.it|1% FIXED|0.01|262059.87|-1150.27|263210.14|N||
0814092667|Addy|Loche|1951-05-21|Male|131 Jana Alley|Indonesia|ID|aloche6w@cmu.edu|0% FIXED|0.0|81216.05|9174.83|72041.22|Y|1978942.0|1996
5829666359|Muffin|Janew|1943-02-16|Female|695 Boyd Drive|China|CN|mjanew6x@discovery.com|VARIABLE|0.6358970285422264|718663.92|4224.83|714439.09|N||
8979766211|Sigismondo|Attiwill|1990-08-22|Male|5 Bowman Way|Brazil|BR|sattiwill6y@nymag.com|1% FIXED|0.01|148001.0|1478.96|146522.04|N||
5617438336|Lizabeth|Nowak|1968-05-25|Female|630 Westridge Avenue|Jordan|JO|lnowak6z@slideshare.net|1% FIXED|0.01|945991.53|4080.81|941910.72|N||
7656116818|Kellie|Disman|1941-01-07|Female|48 Sutteridge Circle|Ecuador|EC|kdisman70@statcounter.com|VARIABLE|0.4671195491163891|758347.58|-1663.69|760011.27|N||
6242842998|Corbie|Fawlo|2009-02-13|Male|28 Starling Circle|Poland|PL|cfawlo71@qq.com|10% FIXED|0.1|-42120.86|1535.82|-43656.68|Y|4449385.0|1911
0020867344|Cordy|Bernhardt|2008-11-02|Female|428 Carpenter Park|Indonesia|ID|cbernhardt72@delicious.com|0% FIXED|0.0|-814500.25|9724.56|-824224.81|N||
0054465419|Fraser|Rawdall|2001-03-19|Male|8 Northwestern Drive|Norway|NO|frawdall73@mtv.com|VARIABLE|0.6607359384573176|-4647.35|334.34|-4981.69|Y|1510313.0|1957
7570072251|Christiana|Tommeo|1978-01-11|Female|2148 Autumn Leaf Alley|Colombia|CO|ctommeo74@earthlink.net|0% FIXED|0.0|856674.82|1003.04|855671.78|Y|2985429.0|2005
7768501365|Sherie|Duxbury|1960-01-27|Female|6 School Road|Sweden|SE|sduxbury75@flavors.me|VARIABLE|0.8115387826912467|992932.13|3245.36|989686.77|N||
9068874888|Riobard|Zorn|1963-01-01|Male|2 Grover Plaza|China|CN|rzorn76@instagram.com|VARIABLE|0.690956797082046|643190.87|-4743.82|647934.69|Y|2867084.0|2013
2576186238|Kristyn|Olenov|1966-09-17|Female|6501 Nelson Trail|Japan|JP|kolenov77@zdnet.com|VARIABLE|0.1422441092856237|253195.59|-5300.09|258495.68|Y|3400896.0|1926
4971259813|Dianna|Brideau|2003-09-09|Female|96 Express Plaza|Indonesia|ID|dbrideau78@wufoo.com|10% FIXED|0.1|-61372.0|-8415.55|-52956.45|Y|3474482.0|1945
5572126195|Feodor|Sturney|1972-09-11|Male|30 Sachs Plaza|Portugal|PT|fsturney79@biglobe.ne.jp|VARIABLE|0.2539050291257623|501207.23|-6288.37|507495.6|N||
0729967492|Corrine|Chrisp|2018-08-06|Female|7 Toban Junction|China|CN|cchrisp7a@wikimedia.org|VARIABLE|0.06763253078860368|450520.54|-8436.67|458957.21|Y|4345891.0|1923
0613105079|Joana|Barbey|1934-06-02|Female|20580 Transport Center|Portugal|PT|jbarbey7b@alexa.com|0% FIXED|0.0|623095.46|503.95|622591.51|N||
9243843087|Wilmar|Gashion|2015-07-01|Male|89501 Lien Avenue|Brazil|BR|wgashion7c@kickstarter.com|0% FIXED|0.0|-39746.0|9260.49|-49006.49|Y|4507499.0|1963
8478590528|Yorgo|Cottell|1940-07-09|Male|435 Glacier Hill Plaza|South Africa|ZA|ycottell7d@fc2.com|VARIABLE|0.8933101965665817|-862162.0|-7047.34|-855114.66|N||
5380303560|Nil|Hodgin|1990-07-18|Male|148 Pleasure Court|Ukraine|UA|nhodgin7e@harvard.edu|10% FIXED|0.1|-672891.89|-8405.23|-664486.66|Y|512081.0|1902
9373558250|Sydel|Guiot|1971-09-02|Female|07 Loeprich Court|Portugal|PT|sguiot7f@sakura.ne.jp|VARIABLE|0.05813469488705882|-551859.9|9305.59|-561165.49|N||
4687113095|Fred|Lindup|1979-04-28|Female|6 Sage Court|France|FR|flindup7g@infoseek.co.jp|10% FIXED|0.1|321904.0|1411.95|320492.05|Y|6065192.0|1913
6586703387|Britt|Waliszek|2018-02-01|Male|0434 Northridge Crossing|China|CN|bwaliszek7h@technorati.com|VARIABLE|0.874294109324121|176567.63|1611.08|174956.55|Y|4558728.0|1900
9449701369|Gannon|Cowles|1958-09-27|Male|8 Muir Crossing|Greece|GR|gcowles7i@discuz.net|VARIABLE|0.5903516769754112|144465.98|8534.37|135931.61|N||
1737222450|Kare|Giannazzi|1956-09-23|Female|385 Brown Avenue|Japan|JP|kgiannazzi7j@vimeo.com|VARIABLE|0.5543549281044819|264744.57|4805.45|259939.12|Y|3837270.0|2014
8057461667|Selby|Roberti|1976-12-01|Male|3 Luster Drive|Indonesia|ID|sroberti7k@seesaa.net|0% FIXED|0.0|661822.0|4173.99|657648.01|N||
5301740822|Rosie|Dominguez|1960-07-30|Female|81548 Stone Corner Park|Finland|FI|rdominguez7l@indiegogo.com|VARIABLE|0.8881003895601296|-104355.05|1166.22|-105521.27|N||
4244279385|Aloise|Matveiko|1989-11-23|Female|833 Rigney Drive|Norway|NO|amatveiko7m@discuz.net|VARIABLE|0.03393273423218506|-701443.94|8072.09|-709516.03|Y|4671697.0|1980
5966121737|Meghan|Tattershaw|1952-03-11|Female|9738 East Alley|Kazakhstan|KZ|mtattershaw7n@instagram.com|VARIABLE|0.8779395237200407|858016.0|-2457.62|860473.62|N||
0379395304|Dominica|Merrikin|1972-08-30|Female|63983 Montana Lane|China|CN|dmerrikin7o@time.com|VARIABLE|0.5660026091706994|376387.28|5555.07|370832.21|Y|5551541.0|1938
2576900836|Dunstan|Longfield|1936-01-12|Male|8 Waubesa Junction|Peru|PE|dlongfield7p@google.com.au|10% FIXED|0.1|-173581.51|4942.14|-178523.65|Y|2926704.0|1949
5915269605|Lenci|Senior|1986-05-05|Male|4869 Lotheville Lane|China|CN|lsenior7q@ftc.gov|1% FIXED|0.01|-173620.17|3002.9|-176623.07|N||
1326645072|Abagael|Clarke|1953-05-22|Female|4 Stone Corner Parkway|Russia|RU|aclarke7r@weibo.com|0% FIXED|0.0|-56827.11|5272.9|-62100.01|Y|2471843.0|1961
4378117371|Rachel|Penson|1967-04-12|Female|1 Continental Park|Malaysia|MY|rpenson7s@hibu.com|1% FIXED|0.01|331631.35|8571.0|323060.35|N||
4634993384|Jillie|Oldman|1976-03-23|Female|6212 Longview Lane|Brazil|BR|joldman7t@chron.com|1% FIXED|0.01|-248166.42|-4407.27|-243759.15|Y|1951406.0|1944
4779333792|Anitra|Cherm|2012-02-06|Female|4287 Buhler Court|Sweden|SE|acherm7u@ameblo.jp|1% FIXED|0.01|-44564.9|-9115.58|-35449.32|Y|760214.0|2013
8596106383|Hebert|Rucklidge|1964-03-16|Male|19717 Graceland Trail|Serbia|RS|hrucklidge7v@bloglines.com|VARIABLE|0.288819645537493|-544036.65|1035.79|-545072.44|N||
5063972578|Gian|Klaussen|1975-11-12|Male|228 Ramsey Pass|China|CN|gklaussen7w@patch.com|VARIABLE|0.1449070480210909|-834972.12|1701.49|-836673.61|Y|2392134.0|2007
6540957858|Madelyn|Borg-Bartolo|2005-07-18|Female|7845 Lien Alley|Honduras|HN|mborgbartolo7x@goodreads.com|VARIABLE|0.3386497780044908|569459.7|-5884.08|575343.78|Y|6381814.0|1913
4097176064|Ertha|Boswell|1983-08-06|Female|13 Maple Wood Place|Portugal|PT|eboswell7y@mit.edu|0% FIXED|0.0|336906.0|7093.2|329812.8|N||
1287490638|Coleman|Gowdie|1955-07-04|Male|93487 Gulseth Junction|Morocco|MA|cgowdie7z@telegraph.co.uk|0% FIXED|0.0|-44663.17|-8849.22|-35813.95|Y|5625277.0|1971
7806594116|Bondy|Cape|1997-09-14|Male|5168 Dorton Road|China|CN|bcape80@wikipedia.org|0% FIXED|0.0|360045.79|-1632.64|361678.43|Y|4071288.0|1993
8803620907|Margret|Lockier|1974-09-14|Female|058 Jay Pass|Philippines|PH|mlockier81@g.co|VARIABLE|0.7900639438943046|-366127.75|6954.34|-373082.09|Y|1006089.0|2001
0076663299|Nathanial|Sconce|1956-01-04|Male|584 Graedel Parkway|Sweden|SE|nsconce82@jalbum.net|VARIABLE|0.604645338327833|847527.1|-5749.38|853276.48|Y|553459.0|1967
8014696220|Davide|Saffle|1958-05-26|Male|3683 Nelson Place|Brazil|BR|dsaffle83@uiuc.edu|VARIABLE|0.08640998841702545|937899.95|9321.63|928578.32|Y|7335212.0|2003
4830867205|Kiri|Newbold|1942-10-30|Female|2084 Holy Cross Junction|Indonesia|ID|knewbold84@samsung.com|1% FIXED|0.01|804153.79|-5883.89|810037.68|N||
